"Collision,Comp,DCPD,AB,Make ,Model,Body Style,Model Year"
"134,63,114,114,NISSAN,ROGUE 4DR AWD,SUV,2017"
"126,61,134,140,NISSAN,ROGUE 4DR AWD,SUV,2018"
"130,70,133,107,NISSAN,ROGUE 4DR AWD,SUV,2019"
"104,71,142,93,NISSAN,ROGUE 4DR AWD,SUV,2020"
"95,82,117,81,NISSAN,ROGUE 4DR AWD,SUV,2021"
"114,78,138,100,NISSAN,ROGUE 4DR AWD,SUV,2022"
"116,70,147,118,NISSAN,ROGUE 4DR AWD,SUV,2023"
"36,4,54,326,NISSAN,SENTRA 4DR,4D,2005"
"31,8,58,114,NISSAN,SENTRA 4DR,4D,2006"
"46,10,52,644,NISSAN,SENTRA 4DR,4D,2007"
"53,9,58,103,NISSAN,SENTRA 4DR,4D,2008"
"59,18,54,100,NISSAN,SENTRA 4DR,4D,2009"
"54,18,60,141,NISSAN,SENTRA 4DR,4D,2010"
"66,17,78,79,NISSAN,SENTRA 4DR,4D,2011"
"72,31,78,61,NISSAN,SENTRA 4DR,4D,2012"
"91,27,108,88,NISSAN,SENTRA 4DR,4D,2013"
"104,39,117,255,NISSAN,SENTRA 4DR,4D,2014"
"102,27,130,144,NISSAN,SENTRA 4DR,4D,2015"
"149,42,151,145,NISSAN,SENTRA 4DR,4D,2016"
"145,50,151,140,NISSAN,SENTRA 4DR,4D,2017"
"184,54,153,418,NISSAN,SENTRA 4DR,4D,2018"
"160,77,161,138,NISSAN,SENTRA 4DR,4D,2019"
"160,80,198,94,NISSAN,SENTRA 4DR,4D,2020"
"176,67,223,118,NISSAN,SENTRA 4DR,4D,2021"
"171,81,192,168,NISSAN,SENTRA 4DR,4D,2022"
"243,87,250,79,NISSAN,SENTRA 4DR,4D,2023"
"     .,42,     .,65,NISSAN,TITAN 4WD,PU,2005"
"67,68,31,23,NISSAN,TITAN 4WD,PU,2006"
"58,63,23,62,NISSAN,TITAN 4WD,PU,2007"
"88,79,46,20,NISSAN,TITAN 4WD,PU,2008"
"78,69,     .,80,NISSAN,TITAN 4WD,PU,2009"
"64,54,52,55,NISSAN,TITAN 4WD,PU,2010"
"30,72,39,5,NISSAN,TITAN 4WD,PU,2011"
"75,56,55,30,NISSAN,TITAN 4WD,PU,2012"
"79,47,38,11,NISSAN,TITAN 4WD,PU,2013"
"95,105,50,13,NISSAN,TITAN 4WD,PU,2014"
"108,68,79,9,NISSAN,TITAN 4WD,PU,2015"
"106,77,90,45,NISSAN,TITAN 4WD,PU,2017"
"143,122,75,31,NISSAN,TITAN 4WD,PU,2018"
"135,105,108,12,NISSAN,TITAN 4WD,PU,2019"
"85,216,60,0,NISSAN,TITAN XD 4WD,PU,2016"
"52,17,68,128,NISSAN,VERSA 4DR,4D,2007"
"46,23,55,38,NISSAN,VERSA 4DR,4D,2008"
"54,21,64,137,NISSAN,VERSA 4DR,4D,2009"
"76,33,79,95,NISSAN,VERSA 4DR,4D,2012"
"79,43,104,105,NISSAN,VERSA 4DR,4D,2013"
"86,46,69,136,NISSAN,VERSA 4DR,4D,2014"
"115,59,166,156,NISSAN,VERSA 4DR,4D,2021"
"36,10,34,105,NISSAN,VERSA 5DR,4D,2007"
"44,11,39,174,NISSAN,VERSA 5DR,4D,2008"
"56,16,61,65,NISSAN,VERSA 5DR,4D,2009"
"60,20,61,156,NISSAN,VERSA 5DR,4D,2010"
"65,14,67,60,NISSAN,VERSA 5DR,4D,2011"
"70,18,79,267,NISSAN,VERSA 5DR,4D,2012"
"80,21,74,67,NISSAN,VERSA NOTE 5DR,4D,2014"
"101,29,105,65,NISSAN,VERSA NOTE 5DR,4D,2015"
"91,40,91,82,NISSAN,VERSA NOTE 5DR,4D,2016"
"141,35,119,105,NISSAN,VERSA NOTE 5DR,4D,2017"
"139,46,118,164,NISSAN,VERSA NOTE 5DR,4D,2018"
"160,66,116,128,NISSAN,VERSA NOTE 5DR,4D,2019"
"51,19,47,25,NISSAN,XTERRA 4DR 4WD,SUV,2005"
"36,25,33,56,NISSAN,XTERRA 4DR 4WD,SUV,2006"
"41,44,29,82,NISSAN,XTERRA 4DR 4WD,SUV,2007"
"48,31,26,44,NISSAN,XTERRA 4DR 4WD,SUV,2008"
"     .,21,     .,5,NISSAN,XTERRA 4DR 4WD,SUV,2009"
"41,48,50,16,NISSAN,XTERRA 4DR 4WD,SUV,2010"
"45,39,60,29,NISSAN,XTERRA 4DR 4WD,SUV,2011"
"31,45,30,37,NISSAN,XTERRA 4DR 4WD,SUV,2012"
"53,34,     .,21,NISSAN,XTERRA 4DR 4WD,SUV,2013"
"62,54,     .,22,NISSAN,XTERRA 4DR 4WD,SUV,2014"
"48,65,65,95,NISSAN,XTERRA 4DR 4WD,SUV,2015"
"     .,     .,     .,92,NISSAN,X-TRAIL 4DR 2WD,SUV,2005"
"48,23,51,32,NISSAN,X-TRAIL 4DR 2WD,SUV,2006"
"38,22,34,123,NISSAN,X-TRAIL 4DR AWD,SUV,2005"
"32,26,52,81,NISSAN,X-TRAIL 4DR AWD,SUV,2006"
"     .,     .,     .,77,PONTIAC,G5 2DR,2D,2006"
"22,16,28,25,PONTIAC,G5 2DR,2D,2007"
"36,14,40,68,PONTIAC,G5 2DR,2D,2008"
"35,26,33,11,PONTIAC,G5 2DR,2D,2009"
"41,17,28,134,PONTIAC,G5 4DR,4D,2006"
"27,12,37,95,PONTIAC,G5 4DR,4D,2007"
"40,13,35,58,PONTIAC,G5 4DR,4D,2008"
"43,29,37,81,PONTIAC,G5 4DR,4D,2009"
"41,20,41,101,PONTIAC,G5 4DR,4D,2010"
"28,11,31,45,PONTIAC,G6 4DR,4D,2005"
"31,14,31,26,PONTIAC,G6 4DR,4D,2006"
"18,13,33,44,PONTIAC,G6 4DR,4D,2007"
"38,20,24,49,PONTIAC,G6 4DR,4D,2008"
"35,25,46,83,PONTIAC,G6 4DR,4D,2009"
"     .,     .,39,72,PONTIAC,G6 GT 2DR,2D,2006"
"36,23,33,75,PONTIAC,G6 GT CONVERTIBLE,2D,2007"
"59,33,35,235,PONTIAC,G6 GT CONVERTIBLE,2D,2008"
"73,41,41,58,PONTIAC,G8 4DR,4D,2009"
"71,28,57,40,PONTIAC,G8 GT/GXP 4DR,4D,2009"
"25,16,41,37,PONTIAC,GRAND AM 4DR,4D,2005"
"21,12,29,84,PONTIAC,GRAND PRIX 4DR,4D,2005"
"25,17,33,54,PONTIAC,GRAND PRIX 4DR,4D,2006"
"26,9,28,83,PONTIAC,GRAND PRIX 4DR,4D,2007"
"37,15,33,48,PONTIAC,GRAND PRIX 4DR,4D,2008"
"     .,13,21,10,PONTIAC,MONTANA EXT,VAN,2005"
"19,8,17,102,PONTIAC,MONTANA SV6,VAN,2005"
"22,11,17,275,PONTIAC,MONTANA SV6,VAN,2006"
"32,12,38,115,PONTIAC,MONTANA SV6,VAN,2007"
"27,12,35,81,PONTIAC,MONTANA SV6,VAN,2008"
"24,15,19,41,PONTIAC,MONTANA SV6,VAN,2009"
"22,10,29,49,PONTIAC,MONTANA SV6 EXT,VAN,2005"
"25,14,25,417,PONTIAC,MONTANA SV6 EXT,VAN,2006"
"25,15,23,49,PONTIAC,MONTANA SV6 EXT,VAN,2007"
"27,16,42,8,PONTIAC,MONTANA SV6 EXT,VAN,2008"
"27,15,15,84,PONTIAC,MONTANA SV6 EXT,VAN,2009"
"     .,35,20,51,PONTIAC,PURSUIT 2DR,2D,2006"
"27,12,27,69,PONTIAC,PURSUIT 4DR,4D,2005"
"42,12,24,74,PONTIAC,PURSUIT 4DR,4D,2006"
"     .,18,34,40,PONTIAC,SUNFIRE 2DR,2D,2005"
"22,15,30,68,PONTIAC,SUNFIRE 4DR,4D,2005"
"12,13,33,147,PONTIAC,VIBE WAGON,WGN,2005"
"25,3,31,58,PONTIAC,VIBE WAGON,WGN,2006"
"39,12,26,60,PONTIAC,VIBE WAGON,WGN,2007"
"28,11,28,121,PONTIAC,VIBE WAGON,WGN,2008"
"47,20,39,40,PONTIAC,VIBE WAGON,WGN,2009"
"57,19,45,87,PONTIAC,VIBE WAGON,WGN,2010"
"     .,     .,     .,34,PONTIAC,VIBE WAGON AWD,WGN,2005"
"28,28,34,28,PONTIAC,VIBE WAGON AWD,WGN,2006"
"35,32,36,54,PONTIAC,VIBE WAGON AWD,WGN,2009"
"58,12,35,293,PONTIAC,WAVE 4DR,4D,2007"
"22,17,36,84,PONTIAC,WAVE 4DR,4D,2008"
"     .,     .,28,62,PONTIAC,WAVE 5DR,4D,2005"
"     .,     .,37,153,PONTIAC,WAVE 5DR,4D,2006"
"     .,22,40,72,PONTIAC,WAVE 5DR,4D,2007"
"     .,16,38,22,PONTIAC,WAVE 5DR,4D,2008"
"33,20,33,75,PONTIAC,WAVE/G3 WAVE 4DR,4D,2009"
"52,23,29,46,PONTIAC,WAVE/G3 WAVE 5DR,4D,2009"
"14,27,15,18,PONTIAC/SATURN,SOLSTICE CONVERTIBLE,2D,2006"
"18,20,18,17,PONTIAC/SATURN,SOLSTICE GXPSKY RED LINE CONVERTIBLE,2D,2007"
"27,34,     .,3,PONTIAC/SATURN,SOLSTICE GXPSKY RED LINE CONVERTIBLE,2D,2008"
"22,18,23,18,PONTIAC/SATURN,SOLSTICE/SKY CONVERTIBLE,2D,2007"
"     .,21,     .,     .,PONTIAC/SATURN,SOLSTICE/SKY CONVERTIBLE,2D,2008"
"254,165,     .,10,PORSCHE,911 2DR COUPE,2D,2018"
"     .,120,     .,     .,PORSCHE,911 2DR COUPE AWD,2D,2007"
"119,276,     .,23,PORSCHE,911 2DR COUPE AWD,2D,2017"
"     .,4,     .,     .,PORSCHE,BOXSTER CONVERTIBLE,2D,2005"
"     .,14,     .,     .,PORSCHE,BOXSTER CONVERTIBLE,2D,2006"
"     .,     .,     .,75,PORSCHE,CAYENNE 4DR AWD,SUV,2005"
"79,84,84,117,PORSCHE,CAYENNE 4DR AWD,SUV,2006"
"108,140,92,127,PORSCHE,CAYENNE 4DR AWD,SUV,2008"
"95,158,119,77,PORSCHE,CAYENNE 4DR AWD,SUV,2009"
"131,124,173,168,PORSCHE,CAYENNE 4DR AWD,SUV,2011"
"122,141,181,50,PORSCHE,CAYENNE 4DR AWD,SUV,2012"
"182,101,176,68,PORSCHE,CAYENNE 4DR AWD,SUV,2013"
"142,84,130,211,PORSCHE,CAYENNE 4DR AWD,SUV,2014"
"226,134,271,35,PORSCHE,CAYENNE 4DR AWD,SUV,2015"
"194,120,237,87,PORSCHE,CAYENNE 4DR AWD,SUV,2016"
"233,112,154,48,PORSCHE,CAYENNE 4DR AWD,SUV,2017"
"331,107,204,162,PORSCHE,CAYENNE 4DR AWD,SUV,2018"
"280,283,204,77,PORSCHE,CAYENNE 4DR AWD,SUV,2019"
"     .,184,     .,30,PORSCHE,CAYENNE 4DR AWD,SUV,2020"
"112,266,366,44,PORSCHE,CAYENNE 4DR AWD,SUV,2021"
"186,174,155,90,PORSCHE,MACAN 4DR AWD,SUV,2015"
"188,171,199,333,PORSCHE,MACAN 4DR AWD,SUV,2016"
"183,112,157,50,PORSCHE,MACAN 4DR AWD,SUV,2017"
"212,63,168,49,PORSCHE,MACAN 4DR AWD,SUV,2018"
"137,88,189,33,PORSCHE,MACAN 4DR AWD,SUV,2019"
"199,181,195,58,PORSCHE,MACAN 4DR AWD,SUV,2020"
"166,168,231,138,PORSCHE,MACAN 4DR AWD,SUV,2021"
"128,124,192,33,PORSCHE,MACAN 4DR AWD,SUV,2022"
"70,74,34,32,RAM,1500 2WD,PU,2011"
"30,59,31,60,RAM,1500 2WD,PU,2012"
"38,54,66,80,RAM,1500 2WD,PU,2013"
"57,52,42,11,RAM,1500 2WD,PU,2014"
"77,72,61,50,RAM,1500 2WD,PU,2015"
"99,65,72,96,RAM,1500 2WD,PU,2016"
"54,74,48,104,RAM,1500 4WD,PU,2011"
"51,79,41,29,RAM,1500 4WD,PU,2012"
"61,70,53,109,RAM,1500 4WD,PU,2013"
"67,80,56,34,RAM,1500 4WD,PU,2014"
"65,94,64,98,RAM,1500 4WD,PU,2015"
"89,84,63,77,RAM,1500 4WD,PU,2016"
"109,90,68,64,RAM,1500 4WD,PU,2017"
"138,220,134,80,RAM,1500 4WD,PU,2017"
"112,110,84,40,RAM,1500 4WD,PU,2018"
"129,148,98,86,RAM,1500 4WD,PU,2019"
"142,222,115,60,RAM,1500 4WD,PU,2020"
"161,431,113,74,RAM,1500 4WD,PU,2021"
"152,1058,123,77,RAM,1500 4WD,PU,2022"
"113,1145,135,39,RAM,1500 4WD,PU,2023"
"75,118,20,43,RAM,2500 4WD,PU,2011"
"50,110,39,23,RAM,2500 4WD,PU,2012"
"78,131,30,45,RAM,2500 4WD,PU,2013"
"49,109,56,6,RAM,2500 4WD,PU,2014"
"75,139,32,13,RAM,2500 4WD,PU,2015"
"64,88,81,27,RAM,2500 4WD,PU,2016"
"84,150,85,34,RAM,2500 4WD,PU,2017"
"73,153,30,29,RAM,2500 4WD,PU,2018"
"126,184,75,31,RAM,2500 4WD,PU,2019"
"147,232,64,24,RAM,2500 4WD,PU,2020"
"98,258,116,7,RAM,2500 4WD,PU,2021"
"154,300,64,20,RAM,2500 4WD,PU,2022"
"82,184,33,3,RAM,3500 4WD,PU,2011"
"58,184,35,20,RAM,3500 4WD,PU,2012"
"56,232,54,28,RAM,3500 4WD,PU,2013"
"62,148,46,4,RAM,3500 4WD,PU,2014"
"64,158,32,12,RAM,3500 4WD,PU,2015"
"85,144,44,7,RAM,3500 4WD,PU,2016"
"35,296,88,22,RAM,3500 4WD,PU,2017"
"136,251,84,50,RAM,3500 4WD,PU,2018"
"137,290,68,26,RAM,3500 4WD,PU,2019"
"81,347,80,17,RAM,3500 4WD,PU,2020"
"158,407,     .,27,RAM,3500 4WD,PU,2021"
"152,328,78,5,RAM,3500 4WD,PU,2022"
"     .,     .,38,60,SAAB,9-3 4DR,4D,2007"
"     .,41,47,44,SAAB,9-3 4DR,4D,2008"
"     .,28,49,111,SATURN,ASTRA 3DR,2D,2008"
"37,17,34,65,SATURN,ASTRA 5DR,4D,2008"
"31,17,18,28,SATURN,ASTRA 5DR,4D,2009"
"39,15,38,77,SATURN,AURA 4DR,4D,2007"
"29,23,22,51,SATURN,AURA 4DR,4D,2008"
"     .,     .,49,53,SATURN,AURA 4DR,4D,2009"
"20,8,21,92,SATURN,ION 4DR SEDAN,4D,2005"
"41,12,39,105,SATURN,ION 4DR SEDAN,4D,2006"
"33,14,23,39,SATURN,ION 4DR SEDAN,4D,2007"
"     .,     .,     .,56,SATURN,ION QUAD COUPE 4DR,2D,2005"
"31,10,27,74,SATURN,ION QUAD COUPE 4DR,2D,2006"
"31,15,38,29,SATURN,ION QUAD COUPE 4DR,2D,2007"
"19,16,23,226,SATURN,VUE 4DR 2WD,SUV,2005"
"21,11,27,67,SATURN,VUE 4DR 2WD,SUV,2006"
"33,16,25,58,SATURN,VUE 4DR 2WD,SUV,2007"
"49,12,36,127,SATURN,VUE 4DR 2WD,SUV,2008"
"29,17,65,117,SATURN,VUE 4DR 2WD,SUV,2009"
"     .,     .,     .,56,SATURN,VUE 4DR AWD,SUV,2005"
"     .,23,32,28,SATURN,VUE 4DR AWD,SUV,2006"
"     .,21,     .,72,SATURN,VUE 4DR AWD,SUV,2007"
"52,42,37,83,SATURN,VUE 4DR AWD,SUV,2008"
"122,30,111,65,SCION,iM 5DR,4D,2016"
"57,23,56,74,SCION,iQ 2DR HATCHBACK,2D,2012"
"68,38,100,115,SCION,tC 2DR,2D,2011"
"81,46,104,30,SCION,tC 2DR,2D,2012"
"100,36,84,51,SCION,tC 2DR,2D,2013"
"91,65,66,157,SCION,tC 2DR,2D,2014"
"71,59,107,43,SCION,tC 2DR,2D,2015"
"129,42,93,97,SCION,tC 2DR,2D,2016"
"53,31,68,205,SCION,xB WAGON,WGN,2011"
"51,38,72,91,SCION,xB WAGON,WGN,2012"
"55,44,     .,49,SCION,xB WAGON,WGN,2013"
"77,44,     .,85,SCION,xB WAGON,WGN,2014"
"97,39,74,214,SCION,xB WAGON,WGN,2015"
"66,20,84,315,SCION,xD 4DR HATCHBACK,4D,2011"
"111,74,102,79,SCION/SUBARU,FR-S/BRZ 2DR,2D,2013"
"118,60,110,48,SCION/SUBARU,FR-S/BRZ 2DR,2D,2014"
"184,96,114,123,SCION/SUBARU,FR-S/BRZ 2DR,2D,2015"
"161,45,135,92,SCION/SUBARU,FR-S/BRZ 2DR,2D,2016"
"     .,     .,     .,154,SMART,FORTWO 2DR COUPE,2D,2005"
"13,16,10,311,SMART,FORTWO 2DR COUPE,2D,2006"
"27,10,16,25,SMART,FORTWO 2DR COUPE,2D,2008"
"24,15,33,96,SMART,FORTWO 2DR COUPE,2D,2009"
"     .,23,32,73,SMART,FORTWO 2DR COUPE,2D,2011"
"53,17,25,41,SMART,FORTWO 2DR COUPE,2D,2013"
"39,41,44,45,SMART,FORTWO 2DR COUPE,2D,2015"
"     .,     .,     .,499,SMART,FORTWO 2DR COUPE,2D,2016"
"74,51,130,116,SUBARU,ASCENT 4DR AWD,SUV,2019"
"89,81,146,43,SUBARU,ASCENT 4DR AWD,SUV,2020"
"82,94,132,52,SUBARU,ASCENT 4DR AWD,SUV,2021"
"115,65,118,166,SUBARU,ASCENT 4DR AWD,SUV,2022"
"46,11,61,152,SUBARU,B9 TRIBECA 4DR AWD,SUV,2006"
"70,54,81,51,SUBARU,CROSSTREK 5DR AWD,4D,2017"
"68,71,75,43,SUBARU,CROSSTREK 5DR AWD,4D,2018"
"71,71,83,80,SUBARU,CROSSTREK 5DR AWD,4D,2019"
"56,82,110,40,SUBARU,CROSSTREK 5DR AWD,4D,2020"
"66,68,82,51,SUBARU,CROSSTREK 5DR AWD,4D,2021"
"65,80,119,276,SUBARU,CROSSTREK 5DR AWD,4D,2022"
"77,71,100,65,SUBARU,CROSSTREK 5DR AWD,4D,2023"
"24,28,29,26,SUBARU,FORESTER WAGON AWD,WGN,2005"
"28,14,20,15,SUBARU,FORESTER WAGON AWD,WGN,2006"
"39,27,30,46,SUBARU,FORESTER WAGON AWD,WGN,2007"
"46,30,30,9,SUBARU,FORESTER WAGON AWD,WGN,2008"
"52,36,47,31,SUBARU,FORESTER WAGON AWD,WGN,2009"
"49,33,56,63,SUBARU,FORESTER WAGON AWD,WGN,2010"
"33,28,58,32,SUBARU,FORESTER WAGON AWD,WGN,2011"
"42,47,84,443,SUBARU,FORESTER WAGON AWD,WGN,2012"
"63,60,73,114,SUBARU,FORESTER WAGON AWD,WGN,2013"
"71,55,56,63,SUBARU,FORESTER WAGON AWD,WGN,2014"
"66,55,80,51,SUBARU,FORESTER WAGON AWD,WGN,2015"
"72,51,55,49,SUBARU,FORESTER WAGON AWD,WGN,2016"
"88,62,93,52,SUBARU,FORESTER WAGON AWD,WGN,2017"
"74,75,92,52,SUBARU,FORESTER WAGON AWD,WGN,2018"
"65,84,89,51,SUBARU,FORESTER WAGON AWD,WGN,2019"
"84,80,110,42,SUBARU,FORESTER WAGON AWD,WGN,2020"
"75,79,116,49,SUBARU,FORESTER WAGON AWD,WGN,2021"
"70,93,91,66,SUBARU,FORESTER WAGON AWD,WGN,2022"
"77,104,99,20,SUBARU,FORESTER WAGON AWD,WGN,2023"
"     .,     .,     .,31,SUBARU,IMPREZA 4DR AWD,4D,2005"
"     .,     .,     .,39,SUBARU,IMPREZA 4DR AWD,4D,2007"
"39,28,52,71,SUBARU,IMPREZA 4DR AWD,4D,2008"
"49,37,49,31,SUBARU,IMPREZA 4DR AWD,4D,2009"
"74,38,101,45,SUBARU,IMPREZA 4DR AWD,4D,2011"
"79,49,90,333,SUBARU,IMPREZA 4DR AWD,4D,2012"
"81,43,110,99,SUBARU,IMPREZA 4DR AWD,4D,2013"
"101,43,109,33,SUBARU,IMPREZA 4DR AWD,4D,2014"
"90,62,74,63,SUBARU,IMPREZA 4DR AWD,4D,2015"
"59,26,114,39,SUBARU,IMPREZA 4DR AWD,4D,2016"
"92,57,110,90,SUBARU,IMPREZA 4DR AWD,4D,2017"
"94,61,97,37,SUBARU,IMPREZA 4DR AWD,4D,2018"
"111,59,115,55,SUBARU,IMPREZA 4DR AWD,4D,2019"
"98,129,122,88,SUBARU,IMPREZA 4DR AWD,4D,2020"
"145,97,134,65,SUBARU,IMPREZA 4DR AWD,4D,2021"
"49,21,59,55,SUBARU,IMPREZA 5DR AWD,4D,2008"
"59,31,52,100,SUBARU,IMPREZA 5DR AWD,4D,2009"
"58,30,54,16,SUBARU,IMPREZA 5DR AWD,4D,2010"
"55,30,63,438,SUBARU,IMPREZA 5DR AWD,4D,2011"
"60,53,70,88,SUBARU,IMPREZA 5DR AWD,4D,2012"
"89,52,95,58,SUBARU,IMPREZA 5DR AWD,4D,2013"
"59,54,97,96,SUBARU,IMPREZA 5DR AWD,4D,2014"
"65,49,111,107,SUBARU,IMPREZA 5DR AWD,4D,2015"
"62,60,86,30,SUBARU,IMPREZA 5DR AWD,4D,2016"
"97,74,96,87,SUBARU,IMPREZA 5DR AWD,4D,2017"
"89,52,118,45,SUBARU,IMPREZA 5DR AWD,4D,2018"
"103,82,109,103,SUBARU,IMPREZA 5DR AWD,4D,2019"
"108,65,123,44,SUBARU,IMPREZA 5DR AWD,4D,2020"
"103,60,124,16,SUBARU,IMPREZA 5DR AWD,4D,2021"
"86,86,163,108,SUBARU,IMPREZA 5DR AWD,4D,2022"
"     .,23,39,35,SUBARU,IMPREZA SPORT WAGON AWD,WGN,2005"
"56,30,42,59,SUBARU,IMPREZA SPORT WAGON AWD,WGN,2006"
"37,24,44,143,SUBARU,IMPREZA SPORT WAGON AWD,WGN,2007"
"     .,66,     .,5,SUBARU,IMPREZA WRX/WRX STi 4DR AWD,4D,2006"
"107,80,95,56,SUBARU,IMPREZA WRX/WRX STi 4DR AWD,4D,2011"
"151,79,134,15,SUBARU,IMPREZA WRX/WRX STi 4DR AWD,4D,2012"
"133,99,80,65,SUBARU,IMPREZA WRX/WRX STi 4DR AWD,4D,2013"
"85,116,180,56,SUBARU,IMPREZA WRX/WRX STi 4DR AWD,4D,2015"
"97,120,132,76,SUBARU,IMPREZA WRX/WRX STi 4DR AWD,4D,2016"
"119,106,146,50,SUBARU,IMPREZA WRX/WRX STi 4DR AWD,4D,2017"
"     .,21,     .,42,SUBARU,IMPREZA WRX/WRX STi 5DR AWD,4D,2008"
"64,79,88,29,SUBARU,IMPREZA WRX/WRX STi 5DR AWD,4D,2009"
"50,52,92,73,SUBARU,IMPREZA WRX/WRX STi 5DR AWD,4D,2010"
"57,39,86,47,SUBARU,IMPREZA WRX/WRX STi 5DR AWD,4D,2011"
"93,96,     .,378,SUBARU,IMPREZA WRX/WRX STi 5DR AWD,4D,2012"
"110,58,55,10,SUBARU,IMPREZA WRX/WRX STi 5DR AWD,4D,2013"
"     .,     .,     .,784,SUBARU,LEGACY 4DR AWD,4D,2006"
"67,49,63,25,SUBARU,LEGACY 4DR AWD,4D,2008"
"     .,     .,     .,41,SUBARU,LEGACY 4DR AWD,4D,2009"
"72,35,55,36,SUBARU,LEGACY 4DR AWD,4D,2010"
"67,30,78,104,SUBARU,LEGACY 4DR AWD,4D,2011"
"64,30,61,45,SUBARU,LEGACY 4DR AWD,4D,2012"
"65,29,89,72,SUBARU,LEGACY 4DR AWD,4D,2013"
"90,68,97,79,SUBARU,LEGACY 4DR AWD,4D,2014"
"72,44,80,17,SUBARU,LEGACY 4DR AWD,4D,2015"
"88,35,115,91,SUBARU,LEGACY 4DR AWD,4D,2016"
"112,50,100,37,SUBARU,LEGACY 4DR AWD,4D,2017"
"156,93,76,147,SUBARU,LEGACY 4DR AWD,4D,2018"
"114,84,89,55,SUBARU,LEGACY 4DR AWD,4D,2019"
"92,74,163,110,SUBARU,LEGACY 4DR AWD,4D,2020"
"     .,     .,32,39,SUBARU,LEGACY WAGON AWD,WGN,2005"
"     .,14,51,23,SUBARU,LEGACY WAGON AWD,WGN,2006"
"     .,     .,     .,83,SUBARU,LEGACY WAGON AWD,WGN,2007"
"     .,     .,46,37,SUBARU,LEGACY WAGON AWD,WGN,2008"
"     .,     .,     .,60,SUBARU,LEGACY WAGON AWD,WGN,2009"
"23,20,23,48,SUBARU,OUTBACK WAGON AWD,WGN,2005"
"37,25,25,1,SUBARU,OUTBACK WAGON AWD,WGN,2005"
"38,31,53,62,SUBARU,OUTBACK WAGON AWD,WGN,2006"
"27,20,23,17,SUBARU,OUTBACK WAGON AWD,WGN,2007"
"64,31,38,80,SUBARU,OUTBACK WAGON AWD,WGN,2008"
"32,33,58,19,SUBARU,OUTBACK WAGON AWD,WGN,2009"
"78,42,65,118,SUBARU,OUTBACK WAGON AWD,WGN,2010"
"43,28,56,26,SUBARU,OUTBACK WAGON AWD,WGN,2011"
"52,39,45,74,SUBARU,OUTBACK WAGON AWD,WGN,2012"
"56,50,65,95,SUBARU,OUTBACK WAGON AWD,WGN,2013"
"52,47,71,41,SUBARU,OUTBACK WAGON AWD,WGN,2014"
"65,47,78,38,SUBARU,OUTBACK WAGON AWD,WGN,2015"
"72,54,57,28,SUBARU,OUTBACK WAGON AWD,WGN,2016"
"91,55,77,29,SUBARU,OUTBACK WAGON AWD,WGN,2017"
"66,86,74,29,SUBARU,OUTBACK WAGON AWD,WGN,2018"
"83,72,73,48,SUBARU,OUTBACK WAGON AWD,WGN,2019"
"78,88,88,39,SUBARU,OUTBACK WAGON AWD,WGN,2020"
"58,82,89,8,SUBARU,OUTBACK WAGON AWD,WGN,2021"
"67,78,95,101,SUBARU,OUTBACK WAGON AWD,WGN,2022"
"79,51,86,51,SUBARU,OUTBACK WAGON AWD,WGN,2023"
"60,42,54,124,SUBARU,TRIBECA 4DR AWD,SUV,2008"
"67,58,77,78,SUBARU,TRIBECA 4DR AWD,SUV,2009"
"     .,66,     .,91,SUBARU,TRIBECA 4DR AWD,SUV,2011"
"139,109,128,115,SUBARU,WRX/WRX STi 4DR AWD,4D,2018"
"143,92,139,130,SUBARU,WRX/WRX STi 4DR AWD,4D,2019"
"128,74,137,57,SUBARU,WRX/WRX STi 4DR AWD,4D,2020"
"54,44,73,62,SUBARU,XV CROSSTREK 5DR AWD,4D,2013"
"76,52,67,65,SUBARU,XV CROSSTREK 5DR AWD,4D,2014"
"69,57,68,32,SUBARU,XV CROSSTREK 5DR AWD,4D,2015"
"84,57,92,21,SUBARU,XV CROSSTREK 5DR AWD,4D,2016"
"147,60,242,151,SUBARU/TOYOTA,BRZ/86 2DR,2D,2017"
"274,98,178,102,SUBARU/TOYOTA,BRZ/86 2DR,2D,2018"
"224,148,     .,97,SUBARU/TOYOTA,BRZ/86 2DR,2D,2019"
"50,30,52,77,SUZUKI,GRAND VITARA 4DR 4WD,SUV,2006"
"62,41,38,68,SUZUKI,GRAND VITARA 4DR 4WD,SUV,2007"
"34,21,50,54,SUZUKI,GRAND VITARA 4DR 4WD,SUV,2008"
"82,50,61,90,SUZUKI,GRAND VITARA 4DR 4WD,SUV,2009"
"39,41,68,165,SUZUKI,GRAND VITARA 4DR 4WD,SUV,2010"
"84,29,85,164,SUZUKI,GRAND VITARA 4DR 4WD,SUV,2011"
"80,48,80,50,SUZUKI,GRAND VITARA 4DR 4WD,SUV,2012"
"84,68,84,16,SUZUKI,GRAND VITARA 4DR 4WD,SUV,2013"
"     .,     .,     .,261,SUZUKI,KIZASHI 4DR AWD,4D,2011"
"     .,     .,     .,47,SUZUKI,SWIFT+ 5DR,4D,2006"
"     .,     .,     .,63,SUZUKI,SWIFT+ 5DR,4D,2007"
"     .,     .,     .,49,SUZUKI,SWIFT+ 5DR,4D,2008"
"     .,21,42,115,SUZUKI,SX4 4DR,4D,2008"
"     .,     .,56,70,SUZUKI,SX4 4DR,4D,2009"
